qseqid	sseqid	identity	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	aro_accession	ARO Accession	CVTERM ID	Model Sequence ID	Model ID	Model Name	ARO Name	Protein Accession	DNA Accession	AMR Gene Family	Drug Class	Resistance Mechanism	vfw1	vfw2	vfw3	vfw4	vfw5	vfw6	vfw7	vfw8	vfw9	vfd1	vfd2	vfd3	vfd4	vfd5	vfd6	vfd7	vfd8	vfd9	spw1	spw2	spw3	spw4	spw5	spw6	spw7	spw8	spw9	spd1	spd2	spd3	spd4	spd5	spd6	spd7	spd8	spd9	kingdom	phylum	class	order	family	genus	species
seq_07163571	gb|AAG03814.1|ARO:3000377|MexA	61.0	223	86	1	154	376	33	254	5.5e-66	256.1	ARO:3000377	ARO:3000377	36516	5500	440	MexA	MexA	AAG03814.1	AE004091.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic;carbapenem;cephalosporin;cephamycin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penam;penem;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.073178	0.0	0.197196	0.169057	0.318944	0.182897	0.091575	0.0	0.241381	0.222736	0.12037	0.0	0.148082	0.0	0.0	0.142216	0.05509	d__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfuromonadales	f__Geobacteraceae	g__Geobacter	s__Geobacter sp. DSM 9736
seq_02737115	gb|QEQ43476.1|ARO:3005061|AAC(3)-IVb	64.9	57	20	0	152	208	1	57	4.6e-13	79.7	ARO:3005061	ARO:3005061	43265	6130	3801	AAC(3)-IVb	AAC(3)-IVb	QEQ43476.1	MN366378.1	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation	0.0	0.654734	0.076438	0.279148	0.235004	0.231572	0.0	0.288581	0.0	0.0	0.0	0.0	0.190472	0.0	0.186351	0.047454	0.143381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Thiocapsa	s__Thiocapsa marina
seq_05353523	gb|QEQ43476.1|ARO:3005061|AAC(3)-IVb	61.5	78	30	0	171	248	5	82	8.4e-23	112.1	ARO:3005061	ARO:3005061	43265	6130	3801	AAC(3)-IVb	AAC(3)-IVb	QEQ43476.1	MN366378.1	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation	0.0	2.27207	0.0	0.0	0.0	0.0	0.0	0.0	0.41231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.37362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Cupriavidus	s__Cupriavidus gilardii
seq_10864979	gb|QEQ43476.1|ARO:3005061|AAC(3)-IVb	60.6	221	84	3	4	223	14	232	1.2e-66	257.7	ARO:3005061	ARO:3005061	43265	6130	3801	AAC(3)-IVb	AAC(3)-IVb	QEQ43476.1	MN366378.1	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.267124	0.0	0.0	0.108143	0.151367	0.0	0.1979	0.0	0.0	0.0	0.0	0.162156	0.50621	0.065392	d__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__Anaerolinea	s__Anaerolinea thermophila
seq_06385311	gb|BAA03776.1|ARO:3000316|mphA	86.0	86	12	0	172	257	1	86	1e-38	165.2	ARO:3000316	ARO:3000316	36455	5188	1243	mphA	mphA	BAA03776.1	D16251.1	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.537702	0.0	1.10029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74794	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_08142965	gb|BAA11237.1|ARO:3000254|emrY	100.0	512	0	0	1	512	1	512	4e-282	974.5	ARO:3000254	ARO:3000254	36393	65	540	emrY	emrY	BAA11237.1	D78168	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.362206	0.22656	0.247961	0.34381	0.218356	0.354443	0.195901	0.25271	0.610946	0.0	0.043202	0.0	0.0	0.0	0.0	0.0	0.0	0.021228	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_11042213	gb|AFO53532.1|ARO:3002883|rgt1438	60.9	184	70	1	216	399	7	188	1.1e-40	172.2	ARO:3002883	ARO:3002883	39317	4461	134	rgt1438	rgt1438	AFO53532.1	JX028276.1	rifampin glycosyltransferase	rifamycin antibiotic	antibiotic inactivation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.305992	0.228253	0.284563	0.0	0.0	0.0	0.0	0.0	0.0	0.077469	0.080106	0.559365	d__Bacteria	p__Cyanobacteria	c__unknown	o__Nostocales	f__Scytonemataceae	g__Scytonema	s__Scytonema sp. HK-05
seq_10199310	gb|AEJ33969.1|ARO:3000410|sul1	99.6	278	1	0	2	279	6	283	5.6e-153	544.7	ARO:3000410	ARO:3000410	36549	340	1070	sul1	sul1	AEJ33969.1	JF969163	sulfonamide resistant sul	sulfonamide antibiotic;sulfone antibiotic	antibiotic target replacement	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.468085	0.350924	0.265871	0.0	0.049005	0.0	0.0	0.0	0.037198	0.367067	0.242178	0.470433	0.797754	1.28481	1.0997	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter	s__Enterobacter cloacae complex
seq_05657525	gb|BAE77781.1|ARO:3000795|mdtE	98.4	385	6	0	1	385	1	385	3.1e-202	708.8	ARO:3000795	ARO:3000795	37175	4673	1903	mdtE	mdtE	BAE77781.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam	antibiotic efflux	0.027537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.431893	0.371824	0.377163	0.165491	0.157652	0.510057	0.286453	0.310022	0.735118	0.0	0.079978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_05591735	gb|BAB38260.1|ARO:3000830|cpxA	100.0	457	0	0	1	457	1	457	6.9e-257	890.6	ARO:3000830	ARO:3000830	37210	5407	152	cpxA	cpxA	BAB38260.1	BA000007.3	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic;aminoglycoside antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.652779	0.45409	0.335117	0.242383	0.389639	0.127633	0.233931	0.405603	0.499664	0.0	0.099666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_07170648	gb|BAB38260.1|ARO:3000830|cpxA	98.2	338	6	0	48	385	53	390	1.9999999999999999e-184	649.8	ARO:3000830	ARO:3000830	37210	5407	152	cpxA	cpxA	BAB38260.1	BA000007.3	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic;aminoglycoside antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.257091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030276	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_02317876	gb|ACH87088.1|ARO:3000196|tet32	94.3	123	7	0	363	485	67	189	1.7e-59	235.3	ARO:3000196	ARO:3000196	36335	5146	1233	tet32	tet32	ACH87088.1	EU722333.1	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection	0.083643	0.0	0.0	0.0	0.109216	0.0	0.0	0.0	0.0	0.11296	0.10587	0.0	0.406654	0.0	0.098099	0.227537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__unknown	s__Lachnospiraceae bacterium 1_1_57FAA
seq_05968686	gb|BAB36671.1|ARO:3000832|evgA	100.0	204	0	0	1	204	1	204	1.5999999999999998e-109	399.8	ARO:3000832	ARO:3000832	37212	5466	1015	evgA	evgA	BAB36671.1	BA000007.3	major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam;tetracycline antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.30361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.373989	0.472819	0.393346	0.375442	0.429153	0.560981	0.346649	0.345308	0.628023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_07829639	gb|AQX36338.1|ARO:3004379|QepA4	71.9	185	52	0	14	198	8	192	5.3e-64	250.0	ARO:3004379	ARO:3004379	41553	4268	2880	QepA4	QepA4	AQX36338.1	KX686116.1	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.394716	0.235433	0.073392	0.0	0.193163	0.0	0.0	0.0	0.0	0.0	0.165462	0.0	d__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Actinosynnema	s__Actinosynnema sp. ALI-1.44
seq_10127707	gb|AAP43110.2|ARO:3003923|oqxB	61.0	707	273	2	2	707	7	711	5.6e-238	828.9	ARO:3003923	ARO:3003923	40632	5462	2400	oqxB	oqxB	AAP43110.2	EU370913.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014897	0.050314	0.0	0.0	0.0	0.0	0.0	0.0	0.225144	0.21634	0.273884	0.103119	0.063489	0.229878	0.024063	0.0	0.014916	0.124105	0.36476	0.396378	0.366204	0.679901	0.613981	0.023428	0.0	0.019503	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__unknown	f__unknown	g__unknown	s__Gammaproteobacteria bacterium SG8_30
seq_06350275	gb|AAC75137.1|ARO:3000794|mdtC	99.9	1025	1	0	1	1025	1	1025	0.0	1917.9	ARO:3000794	ARO:3000794	37174	257	1315	mdtC	mdtC	AAC75137.1	U00096	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32613	0.263942	0.322136	0.238535	0.116872	0.26151	0.235853	0.253972	0.524354	0.0	0.019277	0.0	0.0	0.0	0.0	0.0	0.016297	0.0189	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_08136467	gb|AAC75135.2|ARO:3000792|mdtA	98.3	414	7	0	1	414	41	454	9.1e-208	727.2	ARO:3000792	ARO:3000792	37172	15	387	mdtA	mdtA	AAC75135.2	U00096	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.433776	0.284346	0.31893	0.222838	0.22927	0.315806	0.228423	0.271911	0.389159	0.0	0.075593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_08980815	gb|CAE50926.1|ARO:3002590|AAC(6')-Iih	64.5	62	21	1	115	176	2	62	1.5e-13	80.9	ARO:3002590	ARO:3002590	38990	250	1891	AAC(6')-Iih	AAC(6')-Iih	CAE50926.1	AJ584701	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.24228	10.8896	0.0	1.11395	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Chloroflexi	c__unknown	o__unknown	f__unknown	g__unknown	s__Chloroflexi bacterium
seq_06028163	gb|AFH35853.1|ARO:3001328|Escherichia	97.1	410	12	0	1	410	1	410	1.9e-218	762.7	ARO:3001328	ARO:3001328	37727	561	37	Escherichia coli mdfA	Escherichia coli mdfA	AFH35853.1	JQ394987	major facilitator superfamily (MFS) antibiotic efflux pump	benzalkonium chloride;rhodamine;tetracycline antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.278755	0.247184	0.362501	0.228282	0.212203	0.386633	0.359157	0.261571	0.341161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024314	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_11687098	gb|AAN41427.1|ARO:3001775|OXA-119	100.0	58	0	0	209	266	1	58	1.1000000000000002e-28	131.7	ARO:3001775	ARO:3001775	38175	1043	1255	OXA-119	OXA-119	AAN41427.1	AY139598	OXA beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas aeruginosa group
seq_05996751	gb|BAH63252.1|ARO:3004583|Klebsiella	84.4	109	17	0	1	109	1	109	8.0999999999999965e-47	190.7	ARO:3004583	ARO:3004583	42513	5312	3286	Klebsiella pneumoniae KpnF	Klebsiella pneumoniae KpnF	BAH63252.1	AP006725.1	major facilitator superfamily (MFS) antibiotic efflux pump	aminoglycoside antibiotic;cephalosporin;macrolide antibiotic;peptide antibiotic;rifamycin antibiotic;tetracycline antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.592569	1.04079	0.0	0.0	2.14173	0.773574	0.345828	0.675907	1.27136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_06366064	gb|CAL48457.1|ARO:3002857|dfrA26	63.1	149	55	0	19	167	3	151	3.2000000000000004e-48	196.1	ARO:3002857	ARO:3002857	39291	111	654	dfrA26	dfrA26	CAL48457.1	AM403715	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.116285	0.0	0.0	0.985089	0.675821	0.458333	0.0	0.46068	0.0	0.0	0.0	0.0	0.331684	0.151147	0.0	0.0	0.137921	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Alcanivoracaceae	g__Alcanivorax	s__Alcanivorax sp. 6-D-6
seq_06534135	gb|CAL48457.1|ARO:3002857|dfrA26	60.6	165	65	0	18	182	2	166	1.4e-51	207.2	ARO:3002857	ARO:3002857	39291	111	654	dfrA26	dfrA26	CAL48457.1	AM403715	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.183919	0.081212	0.578514	0.112135	0.0	0.354218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Alcanivoracaceae	g__Alcanivorax	s__Alcanivorax sp. DP30
seq_08657763	gb|WP_020924773.1|ARO:3006897|AXC-1	63.3	60	22	0	52	111	53	112	3.6e-12	77.0	ARO:3006897	ARO:3006897	45359	6738	4363	AXC-1	AXC-1	WP_020924773.1	NG_061617.1	AXC beta-lactamase	carbapenem	antibiotic inactivation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.10569	0.72507	0.857416	0.346921	0.0	1.43192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Achromobacter	s__Achromobacter denitrificans
seq_02939866	gb|ACJ59254.1|ARO:3000768|abeS	61.9	105	40	0	1	105	1	105	4.2e-27	125.2	ARO:3000768	ARO:3000768	37148	4569	593	abeS	abeS	ACJ59254.1	CP001172.1	small multidrug resistance (SMR) antibiotic efflux pump	aminocoumarin antibiotic;macrolide antibiotic	antibiotic efflux	0.0	0.0	0.394091	0.0	0.0	0.843705	0.0	0.0	0.0	0.0	0.454495	0.0	0.0	0.0	0.412271	0.0	0.951341	1.28925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Microbulbiferaceae	g__Microbulbifer	s__Microbulbifer thermotolerans
seq_05968685	gb|AAC75429.1|ARO:3000833|evgS	100.0	347	0	0	1	347	1	347	2.7000000000000012e-196	690.6	ARO:3000833	ARO:3000833	37213	178	1318	evgS	evgS	AAC75429.1	U00096	major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam;tetracycline antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.106802	0.350664	0.145024	0.063873	0.106237	0.30946	0.231811	0.268768	0.229821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035577	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_08441784	gb|AAC75429.1|ARO:3000833|evgS	99.5	199	1	0	748	946	36	234	1.9e-104	385.6	ARO:3000833	ARO:3000833	37213	178	1318	evgS	evgS	AAC75429.1	U00096	major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam;tetracycline antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.165402	0.019077	0.121477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_05609716	gb|AAC75429.1|ARO:3000833|evgS	100.0	828	0	0	239	1066	1	828	0.0	1657.1	ARO:3000833	ARO:3000833	37213	178	1318	evgS	evgS	AAC75429.1	U00096	major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam;tetracycline antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.248279	0.205124	0.068945	0.120356	0.136679	0.260214	0.0	0.200966	0.053299	0.0	0.012259	0.0	0.0	0.0	0.0	0.0	0.0	0.012025	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_07490227	gb|AAC75429.1|ARO:3000833|evgS	100.0	690	0	0	87	776	1	690	0.0	1380.5	ARO:3000833	ARO:3000833	37213	178	1318	evgS	evgS	AAC75429.1	U00096	major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam;tetracycline antibiotic	antibiotic efflux	0.013528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.110545	0.0	0.221894	0.0	0.116253	0.003991	0.264528	0.0	0.28755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_08264093	gb|AAC75429.1|ARO:3000833|evgS	100.0	384	0	0	814	1197	1	384	1.4e-216	758.1	ARO:3000833	ARO:3000833	37213	178	1318	evgS	evgS	AAC75429.1	U00096	major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam;tetracycline antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125317	0.096514	0.355636	0.108132	0.077838	0.156635	0.154252	0.103541	0.325345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_04767069	gb|ACX92987.1|ARO:3002845|vatH	60.6	94	37	0	115	208	1	94	2.8e-27	126.7	ARO:3002845	ARO:3002845	39279	253	837	vatH	vatH	ACX92987.1	GQ205627	streptogramin vat acetyltransferase	streptogramin antibiotic	antibiotic inactivation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03018	2.78376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Rhodopirellula	s__Rhodopirellula europaea
seq_01533990	gb|QBY97442.1|ARO:3003643|OXA-486	62.6	155	57	1	108	262	2	155	2.7e-48	196.8	ARO:3003643	ARO:3003643	40253	5742	3547	OXA-486	OXA-486	QBY97442.1	CP038661.1	OXA beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	0.120285	0.0	0.096922	0.0	0.0	0.0	0.0	0.0	0.107451	0.0	0.0	0.349289	0.0	0.0	0.0	0.114386	0.514414	0.153975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__unknown	g__unknown	s__Chromatiales bacterium
seq_08400316	gb|AAP26981.1|ARO:3005045|SatA	71.2	52	15	0	132	183	1	52	1.8e-14	84.0	ARO:3005045	ARO:3005045	43243	6081	3788	SatA	SatA	AAP26981.1	AE016879.1	streptothricin acetyltransferase (SAT)	nucleoside antibiotic	antibiotic inactivation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.18828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus cereus group
seq_10556058	gb|ABG77965.1|ARO:3004042|Enterobacter	60.5	309	119	2	19	324	1	309	8.7e-91	338.6	ARO:3004042	ARO:3004042	41089	3995	2660	Enterobacter cloacae acrA	Enterobacter cloacae acrA	ABG77965.1	DQ679966	resistance-nodulation-cell division (RND) antibiotic efflux pump	cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.210461	0.091483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.324062	0.345957	0.118995	d__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfuromonadales	f__Geobacteraceae	g__Geobacter	s__Geobacter sulfurreducens
